date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:58:40	226/226	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2021%20Mar%202020%2016:58:40%20GMT	https://skywarriorthemes.com/blackfyre/homepage-parallax/%pattern%	C:/Mis%20lugares%20Web/black%20fire/skywarriorthemes.com/blackfyre/homepage-parallax/%pattern%	(from https://skywarriorthemes.com/blackfyre/homepage-parallax/)
11:58:40	198833/198833	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202020%2016:58:39%20GMT	https://skywarriorthemes.com/blackfyre/category/racing/	C:/Mis%20lugares%20Web/black%20fire/skywarriorthemes.com/blackfyre/category/racing/index.html	(from https://skywarriorthemes.com/blackfyre/homepage-blog-style/)
11:58:41	201552/201552	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202020%2016:58:40%20GMT	https://skywarriorthemes.com/blackfyre/category/rpg/	C:/Mis%20lugares%20Web/black%20fire/skywarriorthemes.com/blackfyre/category/rpg/index.html	(from https://skywarriorthemes.com/blackfyre/homepage-blog-style/)
11:58:41	2151/2151	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202019%2010:33:10%20GMT	https://skywarriorthemes.com/blackfyre/wp-content/uploads/2015/02/vp-50x50.jpg	C:/Mis%20lugares%20Web/black%20fire/skywarriorthemes.com/blackfyre/wp-content/uploads/2015/02/vp-50x50.jpg	(from https://skywarriorthemes.com/blackfyre/homepage-parallax/)
11:58:41	136471/136471	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Oct%202019%2010:33:10%20GMT	https://skywarriorthemes.com/blackfyre/wp-content/uploads/2015/02/soldier.png	C:/Mis%20lugares%20Web/black%20fire/skywarriorthemes.com/blackfyre/wp-content/uploads/2015/02/soldier.png	(from https://skywarriorthemes.com/blackfyre/homepage-parallax/)
11:58:41	198327/198327	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202020%2016:58:40%20GMT	https://skywarriorthemes.com/blackfyre/category/slider/	C:/Mis%20lugares%20Web/black%20fire/skywarriorthemes.com/blackfyre/category/slider/index.html	(from https://skywarriorthemes.com/blackfyre/homepage-blog-style/)
11:58:41	3007/3007	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202019%2010:33:10%20GMT	https://skywarriorthemes.com/blackfyre/wp-content/uploads/2015/02/bf4-51x71.jpg	C:/Mis%20lugares%20Web/black%20fire/skywarriorthemes.com/blackfyre/wp-content/uploads/2015/02/bf4-51x71.jpg	(from https://skywarriorthemes.com/blackfyre/homepage-parallax/)
11:58:41	1996/1996	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202019%2010:33:10%20GMT	https://skywarriorthemes.com/blackfyre/wp-content/uploads/2015/02/cod-51x71.jpg	C:/Mis%20lugares%20Web/black%20fire/skywarriorthemes.com/blackfyre/wp-content/uploads/2015/02/cod-51x71.jpg	(from https://skywarriorthemes.com/blackfyre/homepage-parallax/)
11:58:41	799/799	---MC-	200	added ('OK')	application/rss+xml	etag:%22e7a92a5391e56dada332c1030e3ba0b1%22	https://skywarriorthemes.com/blackfyre/homepage-parallax/feed/	C:/Mis%20lugares%20Web/black%20fire/skywarriorthemes.com/blackfyre/homepage-parallax/feed/index.html	(from https://skywarriorthemes.com/blackfyre/homepage-parallax/)
11:58:41	198845/198845	---MC-	200	added ('OK')	text/html	date:Sat,%2021%20Mar%202020%2016:58:40%20GMT	https://skywarriorthemes.com/blackfyre/category/shooters/	C:/Mis%20lugares%20Web/black%20fire/skywarriorthemes.com/blackfyre/category/shooters/index.html	(from https://skywarriorthemes.com/blackfyre/homepage-blog-style/)
11:58:42	2991/2991	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202019%2010:33:10%20GMT	https://skywarriorthemes.com/blackfyre/wp-content/uploads/2015/02/cs-51x71.jpg	C:/Mis%20lugares%20Web/black%20fire/skywarriorthemes.com/blackfyre/wp-content/uploads/2015/02/cs-51x71.jpg	(from https://skywarriorthemes.com/blackfyre/homepage-parallax/)
11:58:42	7257/7257	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202019%2010:33:10%20GMT	https://skywarriorthemes.com/blackfyre/wp-content/uploads/2015/02/dota-51x71.jpg	C:/Mis%20lugares%20Web/black%20fire/skywarriorthemes.com/blackfyre/wp-content/uploads/2015/02/dota-51x71.jpg	(from https://skywarriorthemes.com/blackfyre/homepage-parallax/)
11:58:42	2632/2632	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Oct%202019%2010:33:10%20GMT	https://skywarriorthemes.com/blackfyre/wp-content/uploads/2015/02/fifa-51x71.jpg	C:/Mis%20lugares%20Web/black%20fire/skywarriorthemes.com/blackfyre/wp-content/uploads/2015/02/fifa-51x71.jpg	(from https://skywarriorthemes.com/blackfyre/homepage-parallax/)
